id,username,passwordHash,email,gender,role,designationId,phoneNumber,createdAt,updatedAt
435,Amy Brown,$2b$10$eiVhk02U9qYDfPlfgUozLumHZXq5D4PHqby5LZ21Bck2fXLrcWr3O,fitzpatrickjames434@mgcrew.com,Male,employee,5.0,001-705-292-9732x704,2022-10-20 01:56:44,2024-08-09 10:02:25
436,David Gutierrez,$2b$10$seRckjJ4495iV/GJFCTbV.rnRpRwpxuHks9jxHNvtSLr5ZAENy3h.,joeljones435@mgcrew.com,Male,employee,1.0,796.848.3766x62124,2024-07-21 23:43:02,2024-09-11 05:18:53
437,Christopher Ross,$2b$10$8DbWVb4edoT6dSu24uPOouPZuM.6fOzH7vXm4ZOWvvG88jJr5Plfi,jordan81436@mgcrew.com,Others,employee,3.0,(795)345-1037x5762,2024-05-18 10:26:39,2024-09-18 01:30:15
438,Christina Cisneros,$2b$10$EBkK05yAfhTJOTWDHqggR.9KLR862HRa9Y1V7QUeWM5n2QTPZ3bGe,whouse437@mgcrew.com,Female,employee,8.0,692.832.4990x6007,2024-08-25 00:50:52,2024-09-17 10:18:38
439,David Davis,$2b$10$gFptcCWo47I1TFQJJg1EQudRzqfrBUTIWtfrFFQiIudVxHsoRRTVi,thomascalvin438@mgcrew.com,Female,employee,6.0,001-293-971-8081x143,2022-10-11 18:07:56,2023-07-14 19:25:29
440,Glen Howe,$2b$10$GIBGI.BefGoj/HYgT2Nhgudy1H1zO46.Y5spOkZgFgZ1JeQDtKt8.,laceyhorn439@mgcrew.com,Others,employee,7.0,9192522046,2022-12-01 07:36:31,2023-10-06 18:13:57
441,Christopher Robinson,$2b$10$nGCYO5uYgiFP6co33qLA4.3hDcCAuJVih4nYKiCbNKNqiu2YxS9mq,susan23440@mgcrew.com,Others,employee,3.0,582-702-0497,2023-06-03 21:32:34,2023-08-05 17:33:48
442,Gloria Lopez,$2b$10$vPAxVonsRcktkihLWgl/2OE0D3.dA8NEgoeApAbvTuLOZi8zBk5kC,pharris441@mgcrew.com,Female,employee,8.0,524-828-1677,2022-09-13 03:31:14,2023-12-27 10:48:23
443,Patrick Baker,$2b$10$/Z2Mq4makkxHoCq.jrsqwescQMsT/BoIRsKMbS4S/eLiiWMWfUh86,allensamantha442@mgcrew.com,Others,employee,3.0,750-584-9455,2023-05-21 09:56:24,2023-11-19 22:10:42
444,Jeffrey Ali,$2b$10$wAeVK3c/oiVYG.TOKD2W3eEGbE02BRsTCXO3WEAe3LkiZsNZJxAmO,millerdavid443@mgcrew.com,Others,employee,2.0,001-494-821-3133x553,2023-09-27 21:02:37,2024-07-24 17:27:26
445,Joshua Brown,$2b$10$8fA4fk3Ev8g5hft38Ro03udZHdOpGoqBuV10GW7wAvK9./XjwbTma,sanchezandrew444@mgcrew.com,Others,employee,7.0,001-629-789-7964,2022-06-13 20:57:47,2023-03-21 05:08:18
446,Nicole Johnson,$2b$10$PIE0Xs6gOAHQ3v/SpF0nOeT/c3dimdsRWZj/RyoAbbmNU5cjpM0SS,wilsonstephanie445@mgcrew.com,Male,employee,5.0,749-528-4825,2023-02-10 19:28:30,2023-04-12 07:55:26
447,Anthony Steele,$2b$10$uBqJm0ybCb3gaSbm5QVBMOf1Au1vLYLyAuThFF96MZl25JZIdD8wG,steven57446@mgcrew.com,Male,employee,6.0,001-410-313-4433x923,2023-12-16 09:31:11,2024-08-15 02:48:51
448,Matthew Buchanan,$2b$10$e2T5PJW5TpL34zVhAFD0we3RraKnmSpIktO0m/8xan3nLy4d6kUbS,pmiranda447@mgcrew.com,Male,employee,6.0,001-491-980-3061,2023-09-30 02:51:31,2024-04-24 15:19:52
449,Michael Kennedy,$2b$10$ogSqPOZYvlQFJrErCnebiuPN3dITsHzr3rEgV15vYIPbY3n7AoR0O,michaeltucker448@mgcrew.com,Others,employee,3.0,+1-972-457-4999,2024-09-12 12:37:27,2024-09-26 04:14:12
450,Mrs. Erin Rodriguez,$2b$10$JayZi3UVQ4MJQaHRgNYUE.MwBOc7QCOG5cFcHUYyo2Dsk5dGFJaZC,timothy79449@mgcrew.com,Female,employee,2.0,9794195351,2022-07-20 18:09:47,2023-01-06 15:09:05
451,Dr. Ian Moss Jr.,$2b$10$rnFpRm.Bv3kospMJP1LyYeWz.e6DLyTnh//5ynZ0/jsC1AatYQf6e,bradleybennett450@mgcrew.com,Male,employee,2.0,729.900.9844x528,2024-05-23 20:08:10,2024-07-29 14:00:10
452,Paul Phillips,$2b$10$GazZNO5izCJyEJWHuk8yZuDpn2Z9eREQ81QSYRVAcw4yUKRAr7n8.,coreybyrd451@mgcrew.com,Others,employee,3.0,001-889-833-1522x570,2023-11-03 04:03:58,2024-08-15 16:27:12
453,Laurie Reid,$2b$10$l2W4U6GZNUgPlqCda3MNBeynjRfRvOBwCk2sSJiI47UcicFNvQ3.G,edean452@mgcrew.com,Male,employee,3.0,+1-413-619-9517x001,2023-05-01 13:32:47,2024-03-29 04:59:06
454,Eric Holmes,$2b$10$wsCpHIqtP2s/D9t4P0dOC.TR1QGthvl.gCNh8U74cNrIS8YVU/sx6,emilysullivan453@mgcrew.com,Female,employee,8.0,(887)428-3056,2022-05-18 05:20:22,2024-07-08 17:23:25
455,Samantha Watkins,$2b$10$C2RVGFvV7am0Cg/nPCEYHeZ8Lmd35tCA24FEAUOztnFV4oHcLV2Ai,qgreen454@mgcrew.com,Male,employee,5.0,(659)713-6478,2024-04-27 00:53:44,2024-09-08 03:25:42
456,Scott Davis,$2b$10$3xMczBDcXnyospUVjaNYLeImCYLh5dp1EFYn34O/HdgXBpris6hv.,jennifer52455@mgcrew.com,Male,employee,3.0,+1-273-783-2294x8795,2024-04-07 04:38:27,2024-06-18 23:44:19
457,Tracie Fischer,$2b$10$yQL6te8YToG7NiUh1/DU3uqwloFdX2EZiyKIHaUpjOWRLPNYfn/Om,jessicaleonard456@mgcrew.com,Others,employee,6.0,281-809-2687x33451,2023-05-28 16:26:31,2023-10-14 19:20:57
458,Mary Stafford,$2b$10$QoUDVsuQmvTlQlJxKxUPUeue90LXh6PYFslcDhsHT3A0KOJKrbl7a,jennifer96457@mgcrew.com,Others,employee,6.0,979-857-0069,2022-08-18 14:54:54,2023-04-01 16:51:48
459,Caleb Oliver,$2b$10$nu.axTe6d2wkz5pAYUftYODzGKhn9XZAFrHusEL4DlFR3PoxBiOf6,moniquewilliams458@mgcrew.com,Male,employee,3.0,(677)782-7896x155,2022-07-26 06:05:29,2024-03-14 16:42:23
460,Amy Rangel,$2b$10$nqAdmDZE33mHIMwnYpb65.lbjpjF1MFR2kDkFje2uIIxBxrQduZ0.,jacksonnicole459@mgcrew.com,Male,employee,3.0,645.725.0613x5651,2023-08-31 03:01:05,2024-09-04 01:08:16
461,Elizabeth Salinas,$2b$10$0yZmOHKdmCKwYHtMli/5outXUAjbg2iiT/PHMVFI2OLB/bCcD1jZK,kacosta460@mgcrew.com,Others,employee,2.0,(639)641-8923x111,2022-09-14 02:09:48,2023-10-20 10:50:30
462,William Nunez,$2b$10$9Y6PM.lsI5r2DIGQXkW1Ku3UkBpRcD97jkQkwNlprUegjkEwFbQ5G,tomrodriguez461@mgcrew.com,Female,employee,2.0,001-674-934-9435,2023-08-10 01:59:57,2023-12-23 14:13:17
463,Allison Taylor,$2b$10$7EAOt5C0.jHCQJY/N5sx9OnalP1.lGfjCpW7jOj5TeQ4LUILo3X4i,qvega462@mgcrew.com,Male,employee,5.0,001-475-944-9446,2023-07-09 21:34:59,2023-09-17 19:38:14
464,Brittany Manning,$2b$10$.QFf5o/g6jjRCicpITnZuehTADaV2W/MUCjzXHp.k3qzvlxNZCdoa,ksilva463@mgcrew.com,Female,employee,3.0,2637599353,2023-01-19 04:24:24,2023-12-31 04:20:36
465,Robin Ellis,$2b$10$9eReenIlxWLLA.zy2u7aR.CABJLeSjx2gks5Ua.b883uAgOpnXFqG,laura68464@mgcrew.com,Female,employee,2.0,880-908-0914,2023-01-03 05:46:36,2024-05-27 22:01:16
466,Charles Pena,$2b$10$ZiN0HMe3hutlOETy.qv11u12dP9J.vhgk2j4A/BW7bYEOIcLn.Z0u,davidhendrix465@mgcrew.com,Female,employee,8.0,6522020840,2024-06-09 16:57:07,2024-07-03 21:04:36
467,Kelsey Harris,$2b$10$9YJgR0pT7u.UXwKlUirZzesmGOVOxYz5fgeAQ20oWmn4MoAd4MVb6,emily77466@mgcrew.com,Female,employee,1.0,395-976-3341x7127,2023-12-02 07:10:00,2024-03-31 05:50:28
468,Javier Lee,$2b$10$WfomQl1aLZ1jxVhVcD3JgOi5hQVEXfRITUIx16cicJfLE0virTQly,hawkinsbrad467@mgcrew.com,Others,employee,2.0,(788)343-9774,2023-12-27 14:23:27,2024-05-31 18:50:37
469,Maria Murphy,$2b$10$oJg8Gg/NtkxcDT5LA2ICm.nuW3RTNYuxoHlA9FLwu4dj096ViX8vG,nicholas86468@mgcrew.com,Female,employee,6.0,+1-537-484-2276x875,2024-04-07 05:05:59,2024-04-18 06:25:39
470,Melinda Burns,$2b$10$w8OTFyZ2ETZ2VX0YLZulN.83mvHA9eKx3BXePW6QwA1UKNXk2bebK,sarahrobertson469@mgcrew.com,Others,employee,3.0,887.508.6691,2023-03-08 06:00:25,2024-04-06 08:43:06
471,Cody Knight,$2b$10$luAPoZ6HNExa2ArpG4u6DeGvJ.LOFF386apAvVzVuvYBXoQ9vi8Qm,bradleymorrow470@mgcrew.com,Male,employee,8.0,2348979052,2022-09-19 17:17:40,2024-05-11 17:10:27
472,Judith Warner,$2b$10$oE90TvTEBm2R9HMbD/4AcOgR9mMbz708S9YdfgCfZadTFgH3AgFDS,gregory90471@mgcrew.com,Male,employee,2.0,+1-480-465-6328,2023-02-20 10:33:29,2024-01-28 13:35:13
473,Kristin Holloway,$2b$10$wCs87xAmVY3CQFpu9CpFROiXdAgm/eOqKh4UcmOWTHANHeUtmCokO,pshaffer472@mgcrew.com,Male,employee,6.0,567.917.0159x48340,2024-01-23 01:30:47,2024-06-05 11:56:08
474,Michael Cox,$2b$10$cuKp6R86/gxcEk3C6dXQue0uIVOMRDHSQorlvYYHRZ2JIK9sjmoKW,rodriguezerica473@mgcrew.com,Female,employee,8.0,325.247.9027x15764,2022-11-06 22:18:44,2023-05-14 03:30:43
475,Christy Smith,$2b$10$g6.Z4teh.YQ.1aavd1nTme94so78UzBch./b.KLP3uBHOAa7Ep2qq,walter16474@mgcrew.com,Female,employee,1.0,675-883-9799x488,2023-09-04 01:47:07,2024-08-23 03:24:37
476,Felicia Mosley,$2b$10$DijxBovbUp8HSQxvH5pSze/s61W.W71/mIjw/4enij1qva8eiJQ9i,paulsharp475@mgcrew.com,Male,employee,6.0,(915)807-9871x65203,2022-04-27 14:00:56,2022-04-28 15:13:42
477,Kimberly Holmes,$2b$10$nZIadiGru9beI/R5aoAeaO2px8dIg7XriNPQj8FgaP7u1DPEKnjTa,framirez476@mgcrew.com,Male,employee,7.0,319.300.3279x408,2022-10-15 13:05:17,2023-10-04 16:59:47
478,James Johnson,$2b$10$b3O9TvRwxeT9uqZlbD.BauSDLlYuJbAOoHET1IP1B74EFWV91uaTW,nguyenkimberly477@mgcrew.com,Others,employee,5.0,001-493-312-6476,2022-12-22 13:41:00,2023-11-08 07:18:57
479,Bianca Wang,$2b$10$itmDW5YrFbQh1.Dn33ruK.CYXRyS54Mke4m0XUv5KMvlsHgpSDv8q,ljohnson478@mgcrew.com,Female,employee,7.0,+1-908-709-3327x0827,2022-05-03 10:33:05,2023-02-26 04:33:55
480,Nicholas Cooper,$2b$10$wc8eaFqzfsnzd8kQRuIEJeBFPvyvyjMxdCCLZUGZbMZvI6fb1c4MS,gillespienorma479@mgcrew.com,Male,employee,3.0,683-872-4514,2024-02-13 11:33:11,2024-06-09 04:32:16
481,Chad Hancock,$2b$10$XiNyVA581qAR6lwECPeeQeJqLXD58Z64dK.D8MAv66yp1Wwugx9U6,cannondaniel480@mgcrew.com,Female,employee,1.0,458.374.9053x2113,2023-11-15 03:51:53,2023-12-10 14:23:13
482,Amy Garcia,$2b$10$0Rx57H0Ad5CiRU4jDEQ4Y.zXIGBDy4A6wcngCTwjX8nzna4xlvb1m,jennifer41481@mgcrew.com,Others,employee,2.0,3664617089,2024-04-07 16:01:48,2024-08-18 04:40:36
483,Colleen Manning,$2b$10$/u6zJOroFqJ4IrtIfM.gTeCJk8ZF6u6r.F05P1cK23mB4KO8VTpXa,jeremynelson482@mgcrew.com,Others,employee,7.0,2592854264,2022-05-05 06:56:35,2023-05-26 15:16:52
484,Shelly Davis,$2b$10$XFWkZCWG.wbQ8CnPDZGRaeIYpdPJGt4InAs0nN2QxAI3OVgUS9dIq,michael58483@mgcrew.com,Others,employee,1.0,(354)457-7573,2022-05-09 21:29:15,2023-08-14 06:25:12
485,Andrea Castillo,$2b$10$xO.9EH.5v/KOflxX.3V10Ops7AR/bspBIzET4P5DTRbTLRmBtTuIe,phillipsrhonda484@mgcrew.com,Female,employee,6.0,(812)453-6058,2022-11-21 15:44:27,2023-05-30 20:02:22
486,Michael Armstrong,$2b$10$ZWvdJk2Oy8t1XWrz5Oo/m.UprHFNP3z8ReMOeCGI30dap6qKqipQm,ryan26485@mgcrew.com,Others,employee,4.0,(767)345-1595x27521,2023-12-26 00:29:34,2024-04-02 19:37:51
487,Elizabeth Hunt,$2b$10$wrbO6NBrzcE9U7YCcy1Ym.ktN.CrsRz8GBpWwbLdV4qF2J0iFHoNK,phillip94486@mgcrew.com,Female,employee,3.0,(376)238-2371,2022-09-28 05:29:04,2024-08-14 23:41:26
488,Pamela Chavez,$2b$10$S5T14Mt3PhQvSndlv/k2POpNrWgbY3aSi9c/x0laai3RwW1k4crvi,xbrowning487@mgcrew.com,Female,employee,7.0,319-721-5995x379,2024-03-20 15:39:05,2024-07-22 13:36:12
489,Erin Foster,$2b$10$MxwdnxVOybnZ1jNMhG8b8O9tsNkILBggrMN.0M2nLwMBWlV8nRNw.,woodardseth488@mgcrew.com,Male,employee,3.0,467.946.1422,2023-12-18 16:03:49,2024-10-07 07:18:37
490,Jason Coleman,$2b$10$4hg.JPiPwVcCfXrAHfIR8O9f7QtJBQZVcRWEKT8FU9FPDMW4t8Jo2,ytaylor489@mgcrew.com,Female,employee,7.0,208-446-6188x546,2023-07-15 00:36:59,2023-10-05 03:39:15
491,Mark Warren,$2b$10$c6WbIcLmkI0MTG9NwzKTFuSQ9KMuDTXKxP5vhjaz0eEBeWmNhxTym,npeters490@mgcrew.com,Male,employee,7.0,+1-400-688-6080x4001,2022-04-24 20:03:36,2023-02-21 00:30:09
492,Kristi Rollins,$2b$10$Wb1ZUKXrC5kXV.joFxga9OVDlkivn83DxeUtnCv/b/gYE8uuVMJ2C,corygarner491@mgcrew.com,Others,employee,8.0,001-766-770-4930x042,2023-03-24 16:33:28,2023-11-30 18:38:17
493,Samantha Kim,$2b$10$o2t40TVosbaeITFtVD/dAurABj2tf4NEajjnyaoys6OgPABbGVTAu,billy29492@mgcrew.com,Others,employee,6.0,4188775645,2023-07-12 15:26:32,2023-07-31 21:29:02
494,Sean Flores,$2b$10$KcxQFlR/d9ToGYNjTeraYeGnjcGQCx9HzXK5GlrcalfTLbtdxw4nO,erika82493@mgcrew.com,Others,employee,7.0,704.339.9269,2024-03-02 17:05:11,2024-03-04 15:50:39
495,David Anderson,$2b$10$FvU.mL3c9Wn3PDd8nKVLK.lnYdnZuGUtH3Q26hJv74dEgHt1wUoFK,bryan64494@mgcrew.com,Female,employee,1.0,001-275-833-7872,2023-07-19 16:33:15,2024-02-10 07:48:56
496,Kylie Hurley,$2b$10$iFWAYXYlo2LkBVzkGJq0bOsv68ZsexdqD.pQwmNg9tWMcB0jPMRr.,millershannon495@mgcrew.com,Others,employee,6.0,(329)632-2791,2024-06-03 12:43:10,2024-09-19 20:28:06
497,Hannah Pope,$2b$10$VjclKnQVeZ1OmhS4lNJB3uNJpEvpxfLwzsHyP2ZZadU/6u83rn6Fq,hectorthomas496@mgcrew.com,Female,employee,7.0,4183188054,2023-02-26 15:51:54,2024-06-05 19:32:14
498,Samuel Davis,$2b$10$x1gqQ/7GIf7/X4MhXPVhG.IfGrNXjPmrxmaVVnzhUfXIwwOaYsxiC,ehaas497@mgcrew.com,Male,employee,3.0,(606)669-5517x0664,2024-01-17 22:28:04,2024-04-13 09:03:18
499,Lori Valenzuela,$2b$10$2A0ESsnfWF/wBJOETDrlWO0nQvFebNUJDIsoyr0qtu2uho4CtVuxy,claire84498@mgcrew.com,Others,employee,8.0,591.444.2468,2023-03-02 02:42:08,2023-03-08 14:12:10
500,Sarah Greene,$2b$10$LPm.0wlUitwF1FSMwTtM2.FJHDauNq0RCHrJR3j6Lvu2RVekxn/li,brentward499@mgcrew.com,Others,employee,8.0,001-508-354-6558,2023-12-20 14:40:50,2024-01-16 18:03:19
